%% File generated by CATS v.2.1Wed Jun 22 10:37:35 2022

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 64; Bids: 1000; Distribution: matching; Runs: 1; Seed: 1656572674
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 64
bids 1004
dummy 120

0	5.58956	37	51	64	#
1	3.77295	37	55	64	#
2	3.39566	37	59	64	#
3	3.05609	37	63	64	#
4	4.19217	41	55	64	#
5	3.77295	41	59	64	#
6	3.39566	41	63	64	#
7	4.19217	45	59	64	#
8	3.77295	45	63	64	#
9	4.19217	49	63	64	#
10	6.26249	15	25	65	#
11	4.22718	15	29	65	#
12	3.80446	15	33	65	#
13	3.42402	15	37	65	#
14	4.69687	19	29	65	#
15	4.22718	19	33	65	#
16	3.80446	19	37	65	#
17	4.69687	23	33	65	#
18	4.22718	23	37	65	#
19	4.69687	27	37	65	#
20	1.27598	24	57	66	#
21	0.861285	24	61	66	#
22	0.956984	28	61	66	#
23	3.45361	0	42	67	#
24	2.33118	0	46	67	#
25	2.09807	0	50	67	#
26	1.88826	0	54	67	#
27	2.59021	4	46	67	#
28	2.33118	4	50	67	#
29	2.09807	4	54	67	#
30	2.59021	8	50	67	#
31	2.33118	8	54	67	#
32	2.59021	12	54	67	#
33	3.88806	39	49	68	#
34	2.62444	39	53	68	#
35	2.36199	39	57	68	#
36	2.1258	39	61	68	#
37	2.91604	43	53	68	#
38	2.62444	43	57	68	#
39	2.36199	43	61	68	#
40	2.91604	47	57	68	#
41	2.62444	47	61	68	#
42	2.91604	51	61	68	#
43	2.6887	12	55	69	#
44	1.81487	12	59	69	#
45	1.63339	12	63	69	#
46	2.01653	16	59	69	#
47	1.81487	16	63	69	#
48	2.01653	20	63	69	#
49	4.9219	35	45	70	#
50	3.32229	35	49	70	#
51	2.99006	35	53	70	#
52	2.69105	35	57	70	#
53	3.69143	39	49	70	#
54	3.32229	39	53	70	#
55	2.99006	39	57	70	#
56	3.69143	43	53	70	#
57	3.32229	43	57	70	#
58	3.69143	47	57	70	#
59	2.85111	17	48	71	#
60	1.9245	17	52	71	#
61	1.73205	17	56	71	#
62	1.55884	17	60	71	#
63	2.13833	21	52	71	#
64	1.9245	21	56	71	#
65	1.73205	21	60	71	#
66	2.13833	25	56	71	#
67	1.9245	25	60	71	#
68	2.13833	29	60	71	#
69	2.1516	6	44	72	#
70	1.45233	6	48	72	#
71	1.30709	6	52	72	#
72	1.17638	6	56	72	#
73	1.6137	10	48	72	#
74	1.45233	10	52	72	#
75	1.30709	10	56	72	#
76	1.6137	14	52	72	#
77	1.45233	14	56	72	#
78	1.6137	18	56	72	#
79	3.02671	6	17	73	#
80	2.04303	6	21	73	#
81	1.83872	6	25	73	#
82	1.65485	6	29	73	#
83	2.27003	10	21	73	#
84	2.04303	10	25	73	#
85	1.83872	10	29	73	#
86	2.27003	14	25	73	#
87	2.04303	14	29	73	#
88	2.27003	18	29	73	#
89	3.19708	35	45	74	#
90	2.15803	35	49	74	#
91	1.94223	35	53	74	#
92	1.74801	35	57	74	#
93	2.39781	39	49	74	#
94	2.15803	39	53	74	#
95	1.94223	39	57	74	#
96	2.39781	43	53	74	#
97	2.15803	43	57	74	#
98	2.39781	47	57	74	#
99	2.34256	0	33	75	#
100	2.10831	0	37	75	#
101	1.89748	0	41	75	#
102	2.34256	4	37	75	#
103	2.10831	4	41	75	#
104	2.34256	8	41	75	#
105	4.98118	7	44	76	#
106	3.3623	7	48	76	#
107	3.02607	7	52	76	#
108	2.72346	7	56	76	#
109	3.73588	11	48	76	#
110	3.3623	11	52	76	#
111	3.02607	11	56	76	#
112	3.73588	15	52	76	#
113	3.3623	15	56	76	#
114	3.73588	19	56	76	#
115	3.67589	7	44	77	#
116	2.48123	7	48	77	#
117	2.2331	7	52	77	#
118	2.00979	7	56	77	#
119	2.75692	11	48	77	#
120	2.48123	11	52	77	#
121	2.2331	11	56	77	#
122	2.75692	15	52	77	#
123	2.48123	15	56	77	#
124	2.75692	19	56	77	#
125	3.38631	0	42	78	#
126	2.28576	0	46	78	#
127	2.05718	0	50	78	#
128	1.85146	0	54	78	#
129	2.53973	4	46	78	#
130	2.28576	4	50	78	#
131	2.05718	4	54	78	#
132	2.53973	8	50	78	#
133	2.28576	8	54	78	#
134	2.53973	12	54	78	#
135	1.42795	30	41	79	#
136	0.963866	30	45	79	#
137	0.867479	30	49	79	#
138	0.780731	30	53	79	#
139	1.07096	34	45	79	#
140	0.963866	34	49	79	#
141	0.867479	34	53	79	#
142	1.07096	38	49	79	#
143	0.963866	38	53	79	#
144	1.07096	42	53	79	#
145	3.7366	33	46	80	#
146	2.5222	33	50	80	#
147	2.26998	33	54	80	#
148	2.04299	33	58	80	#
149	2.80245	37	50	80	#
150	2.5222	37	54	80	#
151	2.26998	37	58	80	#
152	2.80245	41	54	80	#
153	2.5222	41	58	80	#
154	2.80245	45	58	80	#
155	1.76609	10	21	81	#
156	1.19211	10	25	81	#
157	1.0729	10	29	81	#
158	0.965609	10	33	81	#
159	1.32457	14	25	81	#
160	1.19211	14	29	81	#
161	1.0729	14	33	81	#
162	1.32457	18	29	81	#
163	1.19211	18	33	81	#
164	1.32457	22	33	81	#
165	2.00039	12	54	82	#
166	1.35026	12	58	82	#
167	1.21524	12	62	82	#
168	1.50029	16	58	82	#
169	1.35026	16	62	82	#
170	1.50029	20	62	82	#
171	2.20251	1	14	83	#
172	1.4867	1	18	83	#
173	1.33803	1	22	83	#
174	1.20422	1	26	83	#
175	1.65189	5	18	83	#
176	1.4867	5	22	83	#
177	1.33803	5	26	83	#
178	1.65189	9	22	83	#
179	1.4867	9	26	83	#
180	1.65189	13	26	83	#
181	1.9407	6	44	84	#
182	1.30998	6	48	84	#
183	1.17898	6	52	84	#
184	1.06108	6	56	84	#
185	1.45553	10	48	84	#
186	1.30998	10	52	84	#
187	1.17898	10	56	84	#
188	1.45553	14	52	84	#
189	1.30998	14	56	84	#
190	1.45553	18	56	84	#
191	4.94511	16	59	85	#
192	3.33795	16	63	85	#
193	3.70883	20	63	85	#
194	1.93376	0	42	86	#
195	1.74038	0	46	86	#
196	1.56634	0	50	86	#
197	1.93376	4	46	86	#
198	1.74038	4	50	86	#
199	1.93376	8	50	86	#
200	2.81803	47	57	87	#
201	1.90217	47	61	87	#
202	2.11352	51	61	87	#
203	5.86744	35	45	88	#
204	3.96052	35	49	88	#
205	3.56447	35	53	88	#
206	3.20802	35	57	88	#
207	4.40058	39	49	88	#
208	3.96052	39	53	88	#
209	3.56447	39	57	88	#
210	4.40058	43	53	88	#
211	3.96052	43	57	88	#
212	4.40058	47	57	88	#
213	2.96903	6	17	89	#
214	2.0041	6	21	89	#
215	1.80369	6	25	89	#
216	1.62332	6	29	89	#
217	2.22677	10	21	89	#
218	2.0041	10	25	89	#
219	1.80369	10	29	89	#
220	2.22677	14	25	89	#
221	2.0041	14	29	89	#
222	2.22677	18	29	89	#
223	4.65442	7	44	90	#
224	3.14174	7	48	90	#
225	2.82756	7	52	90	#
226	2.54481	7	56	90	#
227	3.49082	11	48	90	#
228	3.14174	11	52	90	#
229	2.82756	11	56	90	#
230	3.49082	15	52	90	#
231	3.14174	15	56	90	#
232	3.49082	19	56	90	#
233	3.4459	34	45	91	#
234	2.32598	34	49	91	#
235	2.09338	34	53	91	#
236	1.88404	34	57	91	#
237	2.58442	38	49	91	#
238	2.32598	38	53	91	#
239	2.09338	38	57	91	#
240	2.58442	42	53	91	#
241	2.32598	42	57	91	#
242	2.58442	46	57	91	#
243	2.13713	1	32	92	#
244	1.44256	1	36	92	#
245	1.29831	1	40	92	#
246	1.16848	1	44	92	#
247	1.60285	5	36	92	#
248	1.44256	5	40	92	#
249	1.29831	5	44	92	#
250	1.60285	9	40	92	#
251	1.44256	9	44	92	#
252	1.60285	13	44	92	#
253	3.31293	5	36	93	#
254	2.23623	5	40	93	#
255	2.01261	5	44	93	#
256	1.81135	5	48	93	#
257	2.4847	9	40	93	#
258	2.23623	9	44	93	#
259	2.01261	9	48	93	#
260	2.4847	13	44	93	#
261	2.23623	13	48	93	#
262	2.4847	17	48	93	#
263	2.59252	11	48	94	#
264	1.74995	11	52	94	#
265	1.57496	11	56	94	#
266	1.41746	11	60	94	#
267	1.94439	15	52	94	#
268	1.74995	15	56	94	#
269	1.57496	15	60	94	#
270	1.94439	19	56	94	#
271	1.74995	19	60	94	#
272	1.94439	23	60	94	#
273	2.20898	1	14	95	#
274	1.98809	1	18	95	#
275	1.78928	1	22	95	#
276	2.20898	5	18	95	#
277	1.98809	5	22	95	#
278	2.20898	9	22	95	#
279	2.41926	11	21	96	#
280	1.633	11	25	96	#
281	1.4697	11	29	96	#
282	1.32273	11	33	96	#
283	1.81444	15	25	96	#
284	1.633	15	29	96	#
285	1.4697	15	33	96	#
286	1.81444	19	29	96	#
287	1.633	19	33	96	#
288	1.81444	23	33	96	#
289	2.03421	17	30	97	#
290	1.37309	17	34	97	#
291	1.23578	17	38	97	#
292	1.1122	17	42	97	#
293	1.52565	21	34	97	#
294	1.37309	21	38	97	#
295	1.23578	21	42	97	#
296	1.52565	25	38	97	#
297	1.37309	25	42	97	#
298	1.52565	29	42	97	#
299	2.05914	17	48	98	#
300	1.38992	17	52	98	#
301	1.25093	17	56	98	#
302	1.12584	17	60	98	#
303	1.54436	21	52	98	#
304	1.38992	21	56	98	#
305	1.25093	21	60	98	#
306	1.54436	25	56	98	#
307	1.38992	25	60	98	#
308	1.54436	29	60	98	#
309	4.24106	23	33	99	#
310	2.86272	23	37	99	#
311	2.57645	23	41	99	#
312	2.3188	23	45	99	#
313	3.1808	27	37	99	#
314	2.86272	27	41	99	#
315	2.57645	27	45	99	#
316	3.1808	31	41	99	#
317	2.86272	31	45	99	#
318	3.1808	35	45	99	#
319	3.78478	37	51	100	#
320	2.55473	37	55	100	#
321	2.29926	37	59	100	#
322	2.06933	37	63	100	#
323	2.83859	41	55	100	#
324	2.55473	41	59	100	#
325	2.29926	41	63	100	#
326	2.83859	45	59	100	#
327	2.55473	45	63	100	#
328	2.83859	49	63	100	#
329	1.12829	0	33	101	#
330	1.01546	0	37	101	#
331	0.913915	0	41	101	#
332	1.12829	4	37	101	#
333	1.01546	4	41	101	#
334	1.12829	8	41	101	#
335	1.91021	8	41	102	#
336	1.28939	8	45	102	#
337	1.16045	8	49	102	#
338	1.04441	8	53	102	#
339	1.43266	12	45	102	#
340	1.28939	12	49	102	#
341	1.16045	12	53	102	#
342	1.43266	16	49	102	#
343	1.28939	16	53	102	#
344	1.43266	20	53	102	#
345	6.0807	7	44	103	#
346	4.10447	7	48	103	#
347	3.69403	7	52	103	#
348	3.32462	7	56	103	#
349	4.56053	11	48	103	#
350	4.10447	11	52	103	#
351	3.69403	11	56	103	#
352	4.56053	15	52	103	#
353	4.10447	15	56	103	#
354	4.56053	19	56	103	#
355	6.22851	8	51	104	#
356	4.20424	8	55	104	#
357	3.78382	8	59	104	#
358	3.40544	8	63	104	#
359	4.67138	12	55	104	#
360	4.20424	12	59	104	#
361	3.78382	12	63	104	#
362	4.67138	16	59	104	#
363	4.20424	16	63	104	#
364	4.67138	20	63	104	#
365	2.72633	7	44	105	#
366	1.84028	7	48	105	#
367	1.65625	7	52	105	#
368	1.49062	7	56	105	#
369	2.04475	11	48	105	#
370	1.84028	11	52	105	#
371	1.65625	11	56	105	#
372	2.04475	15	52	105	#
373	1.84028	15	56	105	#
374	2.04475	19	56	105	#
375	2.89327	3	13	106	#
376	2.60394	3	17	106	#
377	2.34355	3	21	106	#
378	2.89327	7	17	106	#
379	2.60394	7	21	106	#
380	2.89327	11	21	106	#
381	4.50291	11	21	107	#
382	3.03946	11	25	107	#
383	2.73552	11	29	107	#
384	2.46196	11	33	107	#
385	3.37718	15	25	107	#
386	3.03946	15	29	107	#
387	2.73552	15	33	107	#
388	3.37718	19	29	107	#
389	3.03946	19	33	107	#
390	3.37718	23	33	107	#
391	1.81603	29	42	108	#
392	1.22582	29	46	108	#
393	1.10324	29	50	108	#
394	0.992912	29	54	108	#
395	1.36202	33	46	108	#
396	1.22582	33	50	108	#
397	1.10324	33	54	108	#
398	1.36202	37	50	108	#
399	1.22582	37	54	108	#
400	1.36202	41	54	108	#
401	3.23491	6	44	109	#
402	2.18356	6	48	109	#
403	1.96521	6	52	109	#
404	1.76868	6	56	109	#
405	2.42618	10	48	109	#
406	2.18356	10	52	109	#
407	1.96521	10	56	109	#
408	2.42618	14	52	109	#
409	2.18356	14	56	109	#
410	2.42618	18	56	109	#
411	1.48896	8	50	110	#
412	1.00505	8	54	110	#
413	0.904545	8	58	110	#
414	0.81409	8	62	110	#
415	1.11672	12	54	110	#
416	1.00505	12	58	110	#
417	0.904545	12	62	110	#
418	1.11672	16	58	110	#
419	1.00505	16	62	110	#
420	1.11672	20	62	110	#
421	2.33979	17	48	111	#
422	1.57936	17	52	111	#
423	1.42142	17	56	111	#
424	1.27928	17	60	111	#
425	1.75485	21	52	111	#
426	1.57936	21	56	111	#
427	1.42142	21	60	111	#
428	1.75485	25	56	111	#
429	1.57936	25	60	111	#
430	1.75485	29	60	111	#
431	2.76012	19	56	112	#
432	1.86308	19	60	112	#
433	2.07009	23	60	112	#
434	2.62415	12	54	113	#
435	1.7713	12	58	113	#
