%% File generated by CATS v.2.1Wed Jun 22 10:37:56 2022

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 64; Bids: 1000; Distribution: scheduling; Runs: 1; Seed: 1656573087
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 64
bids 1017
dummy 23

0	11.4153	0	1	2	3	4	5	6	7	8	9	64	#
1	11.4153	1	2	3	4	5	6	7	8	9	10	64	#
2	11.4153	2	3	4	5	6	7	8	9	10	11	64	#
3	11.4153	3	4	5	6	7	8	9	10	11	12	64	#
4	11.4153	4	5	6	7	8	9	10	11	12	13	64	#
5	11.4153	5	6	7	8	9	10	11	12	13	14	64	#
6	11.4153	6	7	8	9	10	11	12	13	14	15	64	#
7	11.4153	7	8	9	10	11	12	13	14	15	16	64	#
8	11.4153	8	9	10	11	12	13	14	15	16	17	64	#
9	11.4153	9	10	11	12	13	14	15	16	17	18	64	#
10	11.4153	10	11	12	13	14	15	16	17	18	19	64	#
11	11.4153	11	12	13	14	15	16	17	18	19	20	64	#
12	11.4153	12	13	14	15	16	17	18	19	20	21	64	#
13	11.4153	13	14	15	16	17	18	19	20	21	22	64	#
14	11.4153	14	15	16	17	18	19	20	21	22	23	64	#
15	11.4153	15	16	17	18	19	20	21	22	23	24	64	#
16	11.4153	16	17	18	19	20	21	22	23	24	25	64	#
17	11.4153	17	18	19	20	21	22	23	24	25	26	64	#
18	11.4153	18	19	20	21	22	23	24	25	26	27	64	#
19	11.4153	19	20	21	22	23	24	25	26	27	28	64	#
20	11.4153	20	21	22	23	24	25	26	27	28	29	64	#
21	11.4153	21	22	23	24	25	26	27	28	29	30	64	#
22	11.4153	22	23	24	25	26	27	28	29	30	31	64	#
23	11.4153	23	24	25	26	27	28	29	30	31	32	64	#
24	11.4153	24	25	26	27	28	29	30	31	32	33	64	#
25	11.4153	25	26	27	28	29	30	31	32	33	34	64	#
26	11.4153	26	27	28	29	30	31	32	33	34	35	64	#
27	11.4153	27	28	29	30	31	32	33	34	35	36	64	#
28	11.4153	28	29	30	31	32	33	34	35	36	37	64	#
29	11.4153	29	30	31	32	33	34	35	36	37	38	64	#
30	11.4153	30	31	32	33	34	35	36	37	38	39	64	#
31	11.4153	31	32	33	34	35	36	37	38	39	40	64	#
32	11.4153	32	33	34	35	36	37	38	39	40	41	64	#
33	11.4153	33	34	35	36	37	38	39	40	41	42	64	#
34	11.4153	34	35	36	37	38	39	40	41	42	43	64	#
35	11.4153	35	36	37	38	39	40	41	42	43	44	64	#
36	11.4153	36	37	38	39	40	41	42	43	44	45	64	#
37	8.85669	37	38	39	40	41	42	43	44	45	46	64	#
38	8.85669	38	39	40	41	42	43	44	45	46	47	64	#
39	8.85669	39	40	41	42	43	44	45	46	47	48	64	#
40	8.85669	40	41	42	43	44	45	46	47	48	49	64	#
41	8.85669	41	42	43	44	45	46	47	48	49	50	64	#
42	8.85669	42	43	44	45	46	47	48	49	50	51	64	#
43	8.85669	43	44	45	46	47	48	49	50	51	52	64	#
44	8.85669	44	45	46	47	48	49	50	51	52	53	64	#
45	8.85669	45	46	47	48	49	50	51	52	53	54	64	#
46	8.85669	46	47	48	49	50	51	52	53	54	55	64	#
47	8.85669	47	48	49	50	51	52	53	54	55	56	64	#
48	8.85669	48	49	50	51	52	53	54	55	56	57	64	#
49	8.85669	49	50	51	52	53	54	55	56	57	58	64	#
50	8.56147	50	51	52	53	54	55	56	57	58	59	64	#
51	8.56147	51	52	53	54	55	56	57	58	59	60	64	#
52	8.28529	52	53	54	55	56	57	58	59	60	61	64	#
53	8.28529	53	54	55	56	57	58	59	60	61	62	64	#
54	8.15378	54	55	56	57	58	59	60	61	62	63	64	#
55	21.5456	0	1	2	3	4	5	6	7	8	9	65	#
56	21.5456	1	2	3	4	5	6	7	8	9	10	65	#
57	21.5456	2	3	4	5	6	7	8	9	10	11	65	#
58	21.5456	3	4	5	6	7	8	9	10	11	12	65	#
59	21.5456	4	5	6	7	8	9	10	11	12	13	65	#
60	21.5456	5	6	7	8	9	10	11	12	13	14	65	#
61	21.5456	6	7	8	9	10	11	12	13	14	15	65	#
62	21.5456	7	8	9	10	11	12	13	14	15	16	65	#
63	21.5456	8	9	10	11	12	13	14	15	16	17	65	#
64	21.5456	9	10	11	12	13	14	15	16	17	18	65	#
65	21.5456	10	11	12	13	14	15	16	17	18	19	65	#
66	21.5456	11	12	13	14	15	16	17	18	19	20	65	#
67	21.5456	12	13	14	15	16	17	18	19	20	21	65	#
68	21.5456	13	14	15	16	17	18	19	20	21	22	65	#
69	21.5456	14	15	16	17	18	19	20	21	22	23	65	#
70	21.5456	15	16	17	18	19	20	21	22	23	24	65	#
71	21.5456	16	17	18	19	20	21	22	23	24	25	65	#
72	21.5456	17	18	19	20	21	22	23	24	25	26	65	#
73	21.5456	18	19	20	21	22	23	24	25	26	27	65	#
74	21.5456	19	20	21	22	23	24	25	26	27	28	65	#
75	21.5456	20	21	22	23	24	25	26	27	28	29	65	#
76	21.5456	21	22	23	24	25	26	27	28	29	30	65	#
77	21.5456	22	23	24	25	26	27	28	29	30	31	65	#
78	21.5456	23	24	25	26	27	28	29	30	31	32	65	#
79	21.5456	24	25	26	27	28	29	30	31	32	33	65	#
80	21.5456	25	26	27	28	29	30	31	32	33	34	65	#
81	21.5456	26	27	28	29	30	31	32	33	34	35	65	#
82	21.5456	27	28	29	30	31	32	33	34	35	36	65	#
83	21.5456	28	29	30	31	32	33	34	35	36	37	65	#
84	21.5456	29	30	31	32	33	34	35	36	37	38	65	#
85	21.5456	30	31	32	33	34	35	36	37	38	39	65	#
86	21.5456	31	32	33	34	35	36	37	38	39	40	65	#
87	21.5456	32	33	34	35	36	37	38	39	40	41	65	#
88	21.5456	33	34	35	36	37	38	39	40	41	42	65	#
89	21.5456	34	35	36	37	38	39	40	41	42	43	65	#
90	21.5456	35	36	37	38	39	40	41	42	43	44	65	#
91	21.5456	36	37	38	39	40	41	42	43	44	45	65	#
92	21.5456	37	38	39	40	41	42	43	44	45	46	65	#
93	21.5456	38	39	40	41	42	43	44	45	46	47	65	#
94	21.5456	39	40	41	42	43	44	45	46	47	48	65	#
95	21.5456	40	41	42	43	44	45	46	47	48	49	65	#
96	21.5456	41	42	43	44	45	46	47	48	49	50	65	#
97	21.1231	42	43	44	45	46	47	48	49	50	51	65	#
98	17.6603	43	44	45	46	47	48	49	50	51	52	65	#
99	17.6603	44	45	46	47	48	49	50	51	52	53	65	#
100	17.6603	45	46	47	48	49	50	51	52	53	54	65	#
101	17.6603	46	47	48	49	50	51	52	53	54	55	65	#
102	17.6603	47	48	49	50	51	52	53	54	55	56	65	#
103	17.6603	48	49	50	51	52	53	54	55	56	57	65	#
104	17.6603	49	50	51	52	53	54	55	56	57	58	65	#
105	17.6603	50	51	52	53	54	55	56	57	58	59	65	#
106	17.6603	51	52	53	54	55	56	57	58	59	60	65	#
107	17.6603	52	53	54	55	56	57	58	59	60	61	65	#
108	17.3755	53	54	55	56	57	58	59	60	61	62	65	#
109	17.0997	54	55	56	57	58	59	60	61	62	63	65	#
110	21.8013	0	1	2	3	4	5	6	7	8	9	66	#
111	21.8013	1	2	3	4	5	6	7	8	9	10	66	#
112	21.8013	2	3	4	5	6	7	8	9	10	11	66	#
113	21.8013	3	4	5	6	7	8	9	10	11	12	66	#
114	21.8013	4	5	6	7	8	9	10	11	12	13	66	#
115	21.8013	5	6	7	8	9	10	11	12	13	14	66	#
116	21.8013	6	7	8	9	10	11	12	13	14	15	66	#
117	21.8013	7	8	9	10	11	12	13	14	15	16	66	#
118	21.8013	8	9	10	11	12	13	14	15	16	17	66	#
119	21.8013	9	10	11	12	13	14	15	16	17	18	66	#
120	21.8013	10	11	12	13	14	15	16	17	18	19	66	#
121	21.8013	11	12	13	14	15	16	17	18	19	20	66	#
122	21.8013	12	13	14	15	16	17	18	19	20	21	66	#
123	21.8013	13	14	15	16	17	18	19	20	21	22	66	#
124	21.8013	14	15	16	17	18	19	20	21	22	23	66	#
125	21.8013	15	16	17	18	19	20	21	22	23	24	66	#
126	21.8013	16	17	18	19	20	21	22	23	24	25	66	#
127	21.8013	17	18	19	20	21	22	23	24	25	26	66	#
128	21.8013	18	19	20	21	22	23	24	25	26	27	66	#
129	21.8013	19	20	21	22	23	24	25	26	27	28	66	#
130	21.8013	20	21	22	23	24	25	26	27	28	29	66	#
131	21.8013	21	22	23	24	25	26	27	28	29	30	66	#
132	21.8013	22	23	24	25	26	27	28	29	30	31	66	#
133	21.8013	23	24	25	26	27	28	29	30	31	32	66	#
134	21.8013	24	25	26	27	28	29	30	31	32	33	66	#
135	21.8013	25	26	27	28	29	30	31	32	33	34	66	#
136	21.8013	26	27	28	29	30	31	32	33	34	35	66	#
137	21.8013	27	28	29	30	31	32	33	34	35	36	66	#
138	21.8013	28	29	30	31	32	33	34	35	36	37	66	#
139	21.8013	29	30	31	32	33	34	35	36	37	38	66	#
140	21.8013	30	31	32	33	34	35	36	37	38	39	66	#
141	21.8013	31	32	33	34	35	36	37	38	39	40	66	#
142	21.8013	32	33	34	35	36	37	38	39	40	41	66	#
143	21.8013	33	34	35	36	37	38	39	40	41	42	66	#
144	21.8013	34	35	36	37	38	39	40	41	42	43	66	#
145	21.8013	35	36	37	38	39	40	41	42	43	44	66	#
146	21.8013	36	37	38	39	40	41	42	43	44	45	66	#
147	21.8013	37	38	39	40	41	42	43	44	45	46	66	#
148	21.3374	38	39	40	41	42	43	44	45	46	47	66	#
149	16.7143	39	40	41	42	43	44	45	46	47	48	66	#
150	16.7143	40	41	42	43	44	45	46	47	48	49	66	#
151	16.7143	41	42	43	44	45	46	47	48	49	50	66	#
152	16.7143	42	43	44	45	46	47	48	49	50	51	66	#
153	16.7143	43	44	45	46	47	48	49	50	51	52	66	#
154	16.7143	44	45	46	47	48	49	50	51	52	53	66	#
155	16.7143	45	46	47	48	49	50	51	52	53	54	66	#
156	16.7143	46	47	48	49	50	51	52	53	54	55	66	#
157	16.7143	47	48	49	50	51	52	53	54	55	56	66	#
158	16.7143	48	49	50	51	52	53	54	55	56	57	66	#
159	16.7143	49	50	51	52	53	54	55	56	57	58	66	#
160	16.7143	50	51	52	53	54	55	56	57	58	59	66	#
161	16.7143	51	52	53	54	55	56	57	58	59	60	66	#
162	16.4403	52	53	54	55	56	57	58	59	60	61	66	#
163	16.1751	53	54	55	56	57	58	59	60	61	62	66	#
164	5.59404	0	1	2	3	4	5	6	67	#
165	5.59404	1	2	3	4	5	6	7	67	#
166	5.59404	2	3	4	5	6	7	8	67	#
167	5.59404	3	4	5	6	7	8	9	67	#
168	5.59404	4	5	6	7	8	9	10	67	#
169	5.59404	5	6	7	8	9	10	11	67	#
170	5.59404	6	7	8	9	10	11	12	67	#
171	5.59404	7	8	9	10	11	12	13	67	#
172	21.2114	0	1	2	3	4	5	6	7	8	9	68	#
173	21.2114	1	2	3	4	5	6	7	8	9	10	68	#
174	21.2114	2	3	4	5	6	7	8	9	10	11	68	#
175	21.2114	3	4	5	6	7	8	9	10	11	12	68	#
176	21.2114	4	5	6	7	8	9	10	11	12	13	68	#
177	21.2114	5	6	7	8	9	10	11	12	13	14	68	#
178	21.2114	6	7	8	9	10	11	12	13	14	15	68	#
179	21.2114	7	8	9	10	11	12	13	14	15	16	68	#
180	21.2114	8	9	10	11	12	13	14	15	16	17	68	#
