%% File generated by CATS v.2.1Wed Jun 22 10:37:57 2022

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 64; Bids: 1000; Distribution: scheduling; Runs: 1; Seed: 1656573144
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 64
bids 1016
dummy 20

0	5.59931	0	1	2	3	4	64	#
1	5.59931	1	2	3	4	5	64	#
2	5.59931	2	3	4	5	6	64	#
3	5.59931	3	4	5	6	7	64	#
4	5.59931	4	5	6	7	8	64	#
5	5.59931	5	6	7	8	9	64	#
6	5.59931	6	7	8	9	10	64	#
7	5.59931	7	8	9	10	11	64	#
8	5.59931	8	9	10	11	12	64	#
9	5.59931	9	10	11	12	13	64	#
10	5.59931	10	11	12	13	14	64	#
11	5.59931	11	12	13	14	15	64	#
12	5.59931	12	13	14	15	16	64	#
13	5.59931	13	14	15	16	17	64	#
14	5.59931	14	15	16	17	18	64	#
15	5.59931	15	16	17	18	19	64	#
16	5.59931	16	17	18	19	20	64	#
17	5.59931	17	18	19	20	21	64	#
18	5.59931	18	19	20	21	22	64	#
19	5.59931	19	20	21	22	23	64	#
20	5.59931	20	21	22	23	24	64	#
21	5.59931	21	22	23	24	25	64	#
22	5.59931	22	23	24	25	26	64	#
23	5.59931	23	24	25	26	27	64	#
24	5.59931	24	25	26	27	28	64	#
25	5.59931	25	26	27	28	29	64	#
26	5.59931	26	27	28	29	30	64	#
27	5.59931	27	28	29	30	31	64	#
28	5.59931	28	29	30	31	32	64	#
29	5.59931	29	30	31	32	33	64	#
30	5.59931	30	31	32	33	34	64	#
31	5.59931	31	32	33	34	35	64	#
32	5.59931	32	33	34	35	36	64	#
33	5.59931	33	34	35	36	37	64	#
34	5.59931	34	35	36	37	38	64	#
35	5.59931	35	36	37	38	39	64	#
36	5.59931	36	37	38	39	40	64	#
37	5.59931	37	38	39	40	41	64	#
38	5.59931	38	39	40	41	42	64	#
39	5.59931	39	40	41	42	43	64	#
40	5.59931	40	41	42	43	44	64	#
41	5.59931	41	42	43	44	45	64	#
42	5.59931	42	43	44	45	46	64	#
43	5.59931	43	44	45	46	47	64	#
44	5.59931	44	45	46	47	48	64	#
45	4.71521	45	46	47	48	49	64	#
46	4.71521	46	47	48	49	50	64	#
47	4.71521	47	48	49	50	51	64	#
48	4.71521	48	49	50	51	52	64	#
49	4.71521	49	50	51	52	53	64	#
50	4.71521	50	51	52	53	54	64	#
51	4.71521	51	52	53	54	55	64	#
52	4.71521	52	53	54	55	56	64	#
53	4.71521	53	54	55	56	57	64	#
54	4.33495	54	55	56	57	58	64	#
55	4.33495	55	56	57	58	59	64	#
56	4.33495	56	57	58	59	60	64	#
57	4.33495	57	58	59	60	61	64	#
58	4.33495	58	59	60	61	62	64	#
59	4.26614	59	60	61	62	63	64	#
60	0.619036	0	65	#
61	0.619036	1	65	#
62	0.619036	2	65	#
63	0.619036	3	65	#
64	0.619036	4	65	#
65	0.619036	5	65	#
66	0.619036	6	65	#
67	0.619036	7	65	#
68	0.619036	8	65	#
69	0.619036	9	65	#
70	0.619036	10	65	#
71	0.619036	11	65	#
72	0.619036	12	65	#
73	0.619036	13	65	#
74	0.619036	14	65	#
75	0.619036	15	65	#
76	0.619036	16	65	#
77	0.619036	17	65	#
78	0.619036	18	65	#
79	0.619036	19	65	#
80	0.619036	20	65	#
81	0.619036	21	65	#
82	0.619036	22	65	#
83	0.619036	23	65	#
84	0.619036	24	65	#
85	0.619036	25	65	#
86	0.619036	26	65	#
87	0.619036	27	65	#
88	0.619036	28	65	#
89	0.619036	29	65	#
90	0.619036	30	65	#
91	0.619036	31	65	#
92	0.619036	32	65	#
93	0.619036	33	65	#
94	0.619036	34	65	#
95	0.619036	35	65	#
96	0.619036	36	65	#
97	0.428563	37	65	#
98	0.428563	38	65	#
99	0.428563	39	65	#
100	0.428563	40	65	#
101	0.428563	41	65	#
102	0.428563	42	65	#
103	0.428563	43	65	#
104	0.428563	44	65	#
105	0.428563	45	65	#
106	0.428563	46	65	#
107	0.428563	47	65	#
108	0.428563	48	65	#
109	0.428563	49	65	#
110	0.428563	50	65	#
111	0.428563	51	65	#
112	0.428563	52	65	#
113	0.405187	53	65	#
114	0.405187	54	65	#
115	0.405187	55	65	#
116	0.353735	56	65	#
117	0.353735	57	65	#
118	0.353735	58	65	#
119	0.353735	59	65	#
120	0.353735	60	65	#
121	0.353735	61	65	#
122	0.353735	62	65	#
123	0.353735	63	65	#
124	16.9044	0	1	2	3	4	5	6	7	8	66	#
125	16.9044	1	2	3	4	5	6	7	8	9	66	#
126	16.9044	2	3	4	5	6	7	8	9	10	66	#
127	16.9044	3	4	5	6	7	8	9	10	11	66	#
128	16.9044	4	5	6	7	8	9	10	11	12	66	#
129	16.9044	5	6	7	8	9	10	11	12	13	66	#
130	16.9044	6	7	8	9	10	11	12	13	14	66	#
131	16.9044	7	8	9	10	11	12	13	14	15	66	#
132	16.9044	8	9	10	11	12	13	14	15	16	66	#
133	16.9044	9	10	11	12	13	14	15	16	17	66	#
134	16.9044	10	11	12	13	14	15	16	17	18	66	#
135	16.9044	11	12	13	14	15	16	17	18	19	66	#
136	16.9044	12	13	14	15	16	17	18	19	20	66	#
137	16.9044	13	14	15	16	17	18	19	20	21	66	#
138	16.9044	14	15	16	17	18	19	20	21	22	66	#
139	16.9044	15	16	17	18	19	20	21	22	23	66	#
140	16.9044	16	17	18	19	20	21	22	23	24	66	#
141	16.9044	17	18	19	20	21	22	23	24	25	66	#
142	16.9044	18	19	20	21	22	23	24	25	26	66	#
143	16.9044	19	20	21	22	23	24	25	26	27	66	#
144	16.9044	20	21	22	23	24	25	26	27	28	66	#
145	16.9044	21	22	23	24	25	26	27	28	29	66	#
146	16.9044	22	23	24	25	26	27	28	29	30	66	#
147	16.9044	23	24	25	26	27	28	29	30	31	66	#
148	16.9044	24	25	26	27	28	29	30	31	32	66	#
149	16.9044	25	26	27	28	29	30	31	32	33	66	#
150	16.9044	26	27	28	29	30	31	32	33	34	66	#
151	16.9044	27	28	29	30	31	32	33	34	35	66	#
152	16.9044	28	29	30	31	32	33	34	35	36	66	#
153	16.9044	29	30	31	32	33	34	35	36	37	66	#
154	16.9044	30	31	32	33	34	35	36	37	38	66	#
155	16.9044	31	32	33	34	35	36	37	38	39	66	#
156	16.9044	32	33	34	35	36	37	38	39	40	66	#
157	16.9044	33	34	35	36	37	38	39	40	41	66	#
158	13.5898	34	35	36	37	38	39	40	41	42	66	#
159	13.5898	35	36	37	38	39	40	41	42	43	66	#
160	13.5898	36	37	38	39	40	41	42	43	44	66	#
161	13.5898	37	38	39	40	41	42	43	44	45	66	#
162	13.5898	38	39	40	41	42	43	44	45	46	66	#
163	13.5898	39	40	41	42	43	44	45	46	47	66	#
164	13.5898	40	41	42	43	44	45	46	47	48	66	#
165	13.5898	41	42	43	44	45	46	47	48	49	66	#
166	13.5898	42	43	44	45	46	47	48	49	50	66	#
167	13.5898	43	44	45	46	47	48	49	50	51	66	#
168	13.077	44	45	46	47	48	49	50	51	52	66	#
169	13.077	45	46	47	48	49	50	51	52	53	66	#
170	11.362	46	47	48	49	50	51	52	53	54	66	#
171	11.362	47	48	49	50	51	52	53	54	55	66	#
172	11.362	48	49	50	51	52	53	54	55	56	66	#
173	11.362	49	50	51	52	53	54	55	56	57	66	#
174	11.362	50	51	52	53	54	55	56	57	58	66	#
175	11.362	51	52	53	54	55	56	57	58	59	66	#
176	11.362	52	53	54	55	56	57	58	59	60	66	#
177	11.362	53	54	55	56	57	58	59	60	61	66	#
178	11.1787	54	55	56	57	58	59	60	61	62	66	#
179	11.0013	55	56	57	58	59	60	61	62	63	66	#
180	4.85572	0	1	2	67	#
181	4.85572	1	2	3	67	#
182	4.85572	2	3	4	67	#
183	4.85572	3	4	5	67	#
184	4.85572	4	5	6	67	#
185	4.85572	5	6	7	67	#
186	4.85572	6	7	8	67	#
187	4.85572	7	8	9	67	#
188	4.85572	8	9	10	67	#
189	4.85572	9	10	11	67	#
190	4.85572	10	11	12	67	#
191	4.85572	11	12	13	67	#
192	4.85572	12	13	14	67	#
193	4.85572	13	14	15	67	#
194	4.85572	14	15	16	67	#
195	4.85572	15	16	17	67	#
196	4.85572	16	17	18	67	#
197	4.85572	17	18	19	67	#
198	4.85572	18	19	20	67	#
199	4.85572	19	20	21	67	#
200	4.85572	20	21	22	67	#
201	4.85572	21	22	23	67	#
202	4.85572	22	23	24	67	#
203	4.85572	23	24	25	67	#
204	4.85572	24	25	26	67	#
205	4.85572	25	26	27	67	#
206	4.85572	26	27	28	67	#
207	4.85572	27	28	29	67	#
208	4.85572	28	29	30	67	#
209	4.85572	29	30	31	67	#
210	4.85572	30	31	32	67	#
211	4.85572	31	32	33	67	#
212	4.85572	32	33	34	67	#
213	4.85572	33	34	35	67	#
214	2.74113	34	35	36	67	#
215	2.74113	35	36	37	67	#
216	2.74113	36	37	38	67	#
217	2.74113	37	38	39	67	#
218	2.74113	38	39	40	67	#
219	2.74113	39	40	41	67	#
220	2.74113	40	41	42	67	#
221	2.74113	41	42	43	67	#
222	2.74113	42	43	44	67	#
223	2.74113	43	44	45	67	#
224	2.74113	44	45	46	67	#
225	2.74113	45	46	47	67	#
226	2.74113	46	47	48	67	#
227	2.74113	47	48	49	67	#
228	2.74113	48	49	50	67	#
229	2.74113	49	50	51	67	#
230	2.74113	50	51	52	67	#
231	2.74113	51	52	53	67	#
232	2.74113	52	53	54	67	#
233	2.74113	53	54	55	67	#
234	2.74113	54	55	56	67	#
235	2.74113	55	56	57	67	#
236	2.74113	56	57	58	67	#
237	2.74113	57	58	59	67	#
238	2.74113	58	59	60	67	#
239	2.74113	59	60	61	67	#
240	2.74113	60	61	62	67	#
241	2.69762	61	62	63	67	#
242	6.69539	0	1	2	3	4	68	#
243	6.69539	1	2	3	4	5	68	#
244	6.69539	2	3	4	5	6	68	#
245	6.69539	3	4	5	6	7	68	#
246	6.69539	4	5	6	7	8	68	#
247	6.69539	5	6	7	8	9	68	#
248	6.69539	6	7	8	9	10	68	#
249	6.69539	7	8	9	10	11	68	#
250	6.69539	8	9	10	11	12	68	#
251	6.69539	9	10	11	12	13	68	#
252	6.69539	10	11	12	13	14	68	#
253	6.69539	11	12	13	14	15	68	#
254	6.69539	12	13	14	15	16	68	#
255	6.69539	13	14	15	16	17	68	#
256	6.69539	14	15	16	17	18	68	#
257	6.69539	15	16	17	18	19	68	#
258	6.69539	16	17	18	19	20	68	#
259	6.69539	17	18	19	20	21	68	#
260	6.69539	18	19	20	21	22	68	#
261	6.69539	19	20	21	22	23	68	#
262	6.69539	20	21	22	23	24	68	#
263	4.22867	21	22	23	24	25	68	#
264	4.22867	22	23	24	25	26	68	#
265	4.22867	23	24	25	26	27	68	#
266	4.22867	24	25	26	27	28	68	#
267	4.22867	25	26	27	28	29	68	#
268	4.22867	26	27	28	29	30	68	#
269	4.22867	27	28	29	30	31	68	#
270	4.22867	28	29	30	31	32	68	#
271	4.22867	29	30	31	32	33	68	#
272	4.22867	30	31	32	33	34	68	#
273	4.22867	31	32	33	34	35	68	#
274	4.22867	32	33	34	35	36	68	#
275	4.22867	33	34	35	36	37	68	#
276	4.22867	34	35	36	37	38	68	#
277	3.09018	35	36	37	38	39	68	#
278	3.09018	36	37	38	39	40	68	#
279	3.09018	37	38	39	40	41	68	#
280	3.09018	38	39	40	41	42	68	#
281	3.09018	39	40	41	42	43	68	#
282	3.09018	40	41	42	43	44	68	#
283	3.09018	41	42	43	44	45	68	#
284	3.09018	42	43	44	45	46	68	#
285	3.09018	43	44	45	46	47	68	#
286	3.09018	44	45	46	47	48	68	#
287	3.09018	45	46	47	48	49	68	#
288	3.09018	46	47	48	49	50	68	#
289	3.09018	47	48	49	50	51	68	#
290	3.09018	48	49	50	51	52	68	#
291	7.21752	0	1	2	3	4	69	#
292	7.21752	1	2	3	4	5	69	#
293	7.21752	2	3	4	5	6	69	#
294	7.21752	3	4	5	6	7	69	#
295	7.21752	4	5	6	7	8	69	#
296	7.21752	5	6	7	8	9	69	#
297	7.21752	6	7	8	9	10	69	#
298	7.21752	7	8	9	10	11	69	#
299	7.21752	8	9	10	11	12	69	#
300	7.21752	9	10	11	12	13	69	#
301	7.21752	10	11	12	13	14	69	#
302	7.21752	11	12	13	14	15	69	#
303	7.21752	12	13	14	15	16	69	#
304	7.21752	13	14	15	16	17	69	#
305	7.21752	14	15	16	17	18	69	#
306	7.21752	15	16	17	18	19	69	#
307	7.21752	16	17	18	19	20	69	#
308	7.21752	17	18	19	20	21	69	#
309	7.21752	18	19	20	21	22	69	#
310	7.21752	19	20	21	22	23	69	#
311	7.21752	20	21	22	23	24	69	#
312	7.21752	21	22	23	24	25	69	#
313	7.21752	22	23	24	25	26	69	#
314	7.21752	23	24	25	26	27	69	#
315	7.21752	24	25	26	27	28	69	#
316	7.21752	25	26	27	28	29	69	#
317	7.21752	26	27	28	29	30	69	#
318	7.21752	27	28	29	30	31	69	#
319	7.21752	28	29	30	31	32	69	#
320	7.21752	29	30	31	32	33	69	#
321	7.21752	30	31	32	33	34	69	#
322	7.21752	31	32	33	34	35	69	#
323	7.21752	32	33	34	35	36	69	#
324	7.21752	33	34	35	36	37	69	#
325	7.21752	34	35	36	37	38	69	#
326	7.21752	35	36	37	38	39	69	#
327	7.21752	36	37	38	39	40	69	#
328	7.21752	37	38	39	40	41	69	#
329	7.21752	38	39	40	41	42	69	#
330	7.21752	39	40	41	42	43	69	#
331	7.21752	40	41	42	43	44	69	#
332	7.21752	41	42	43	44	45	69	#
333	7.21752	42	43	44	45	46	69	#
334	7.21752	43	44	45	46	47	69	#
335	7.21752	44	45	46	47	48	69	#
336	7.21752	45	46	47	48	49	69	#
337	7.21752	46	47	48	49	50	69	#
338	7.21752	47	48	49	50	51	69	#
339	1.30836	0	70	#
340	1.30836	1	70	#
341	1.30836	2	70	#
342	1.30836	3	70	#
343	1.30836	4	70	#
344	1.30836	5	70	#
345	1.30836	6	70	#
346	10.5598	0	1	2	3	4	5	6	71	#
347	10.5598	1	2	3	4	5	6	7	71	#
348	10.5598	2	3	4	5	6	7	8	71	#
349	10.5598	3	4	5	6	7	8	9	71	#
350	10.5598	4	5	6	7	8	9	10	71	#
351	10.5598	5	6	7	8	9	10	11	71	#
352	10.5598	6	7	8	9	10	11	12	71	#
353	10.5598	7	8	9	10	11	12	13	71	#
354	10.5598	8	9	10	11	12	13	14	71	#
355	10.5598	9	10	11	12	13	14	15	71	#
356	10.5598	10	11	12	13	14	15	16	71	#
357	10.5598	11	12	13	14	15	16	17	71	#
358	10.5598	12	13	14	15	16	17	18	71	#
359	10.5598	13	14	15	16	17	18	19	71	#
360	10.5598	14	15	16	17	18	19	20	71	#
361	10.5598	15	16	17	18	19	20	21	71	#
362	10.5598	16	17	18	19	20	21	22	71	#
363	10.5598	17	18	19	20	21	22	23	71	#
364	10.5598	18	19	20	21	22	23	24	71	#
365	10.5598	19	20	21	22	23	24	25	71	#
366	10.5598	20	21	22	23	24	25	26	71	#
367	10.5598	21	22	23	24	25	26	27	71	#
368	10.5598	22	23	24	25	26	27	28	71	#
369	10.5598	23	24	25	26	27	28	29	71	#
370	10.5598	24	25	26	27	28	29	30	71	#
371	10.5598	25	26	27	28	29	30	31	71	#
372	10.5598	26	27	28	29	30	31	32	71	#
373	10.5598	27	28	29	30	31	32	33	71	#
374	10.5598	28	29	30	31	32	33	34	71	#
375	10.5598	29	30	31	32	33	34	35	71	#
376	10.5598	30	31	32	33	34	35	36	71	#
377	10.5598	31	32	33	34	35	36	37	71	#
378	10.5598	32	33	34	35	36	37	38	71	#
379	10.5598	33	34	35	36	37	38	39	71	#
380	10.5598	34	35	36	37	38	39	40	71	#
381	10.5598	35	36	37	38	39	40	41	71	#
382	10.5598	36	37	38	39	40	41	42	71	#
383	10.5598	37	38	39	40	41	42	43	71	#
384	10.5598	38	39	40	41	42	43	44	71	#
